"season","opponent","data","player","solo","ast","tot","tfl_yds","tfl","sack_yds","sacks","ff","fr_yds","fumbl","int","int_1","brup","blkd","qh","team"
2010,"Chapman University","defense","Jiwanlal","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Chapman University","defense","S. Park","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Chapman University","defense","Weyerhaeuser","-","2","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Chapman University","defense","S. Yingling","1","1","2","0.5/2","0.5","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2010,"Chapman University","defense","Spiller","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2010,"Chapman University","defense","Chiang","1","-","1","-/-","-","-/-","-","-","0-0","-/-","1-22","1","-","-","-","home"
2010,"Chapman University","defense","Otis","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Chapman University","defense","Henningsen","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Chapman University","defense","Kalin","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Chapman University","defense","Janicki","-","1","1","0.5/3","0.5","-/-","-","-","0-0","-/-","1-0","1","-","-","-","home"
2010,"Chapman University","defense","Mike Mehlhaff","6","4","10","0.5/-","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","Jon Loynes","5","4","9","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away"
2010,"Chapman University","defense","Erick Mueller","6","3","9","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","Peter Antone","5","2","7","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","1","-","-","away"
2010,"Chapman University","defense","Andrew Carcova","2","4","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","Kellen Matsuno","5","1","6","0.5/-","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","Wade Minshew","3","3","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","Bob Burton","3","3","6","1.0/2","1.0","-/-","-","-","0-0","-/-","-","-","-","1","3","away"
2010,"Chapman University","defense","Jake Fey","1","3","4","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away"
2010,"Chapman University","defense","Mika Nickel","1","3","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","Kevin Anderson","1","3","4","1.5/1","1.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","Brian Kalteneck","2","1","3","1.0/5","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","Kevin Kobliska","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","Ross Campbell","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","B. Vanderwiel","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","Nick Nugwynne","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","Jonathan Orr","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Chapman University","defense","R. Phillips","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","away"
2010,"Chapman University","defense","Elliot Cooley","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","away"
2010,"Lewis and Clark College","defense","Ben Salzman","5","4","9","2.0/11","2.0","1.0/6","1.0","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Corbin Tognoni","1","4","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","1","-","home"
2010,"Lewis and Clark College","defense","Jackie Coburn","4","1","5","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Joey Liekweg","2","3","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Sae Bin Park","1","4","5","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Nate Jiwanlal","4","-","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Adam Morris","1","3","4","1.0/23","1.0","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2010,"Lewis and Clark College","defense","Dylan Marcoot","1","3","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Kyle Hansen","1","2","3","-/-","-","-/-","-","-","0-0","-/-","1-41","1","-","-","-","home"
2010,"Lewis and Clark College","defense","Evan Otis","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","David Spiller","1","2","3","-/-","-","-/-","-","-","0-0","-/-","1-75","1","1","-","-","home"
2010,"Lewis and Clark College","defense","Corey Bickler","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Ryan Baker","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Erick Janicki","2","1","3","1.0/3","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","John Medin","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Scott Yingling","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Matt Laredo","1","1","2","1.5/12","1.5","1.0/12","1.0","-","0-0","-/-","-","-","-","1","-","home"
2010,"Lewis and Clark College","defense","Rory Baird","1","1","2","1.5/2","1.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Peter Schock","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Jake Weyerhaeuser","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Andrew Runde","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Chet Corcos","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Ivan Gutierrez","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Sam Bennett","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Ugo Nwasike","-","1","1","0.5/-","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Alex Cameron","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Robert Daily","-","1","1","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Cameron Conley","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Blake Kos","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2010,"Lewis and Clark College","defense","TEAM","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Lewis and Clark College","defense","Curtin, Dan","3","7","10","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Kelly, Chris","5","3","8","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Lettunich, Matt","4","3","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Krause, Chuck","2","5","7","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Suarez, Disan","1","5","6","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Mitchell, Riley","1","5","6","0.5/2","0.5","-/-","-","-","0-1","1/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Berokoff, John","2","3","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Rodriguez, Juby","-","4","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Laron, Evaristo","1","3","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Kinney, Nathan","-","4","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Mora, Troy","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Peden, Kade","1","1","2","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","VandenEkart, Evy","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Kelly, Shawn","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Fabrick, Justin","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Kotzian, Logan","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Hubbard, Drew","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Curry, Lamar","-","1","1","-/-","-","-/-","-","-","0-0","-/-","1-0","1","-","-","-","away"
2010,"Lewis and Clark College","defense","Carpenter, Kevin","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Baker, Devon","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Lewis and Clark College","defense","Blair, Angus","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Kyle Spaulding","4","9","13","1.0/2","1.0","0.5/-","0.5","-","0-1","1/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Nate Proulx","4","6","10","0.5/-","0.5","0.5/-","0.5","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Kevin May","2","7","9","-/-","-","-/-","-","1","1-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Greg Holsworth","2","5","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Dillon Tucker","2","5","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Brandon Ortega","1","6","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","1","-","home"
2010,"Occidental College","defense","Greg Fryan","1","6","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Ayrton Bates","3","2","5","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2010,"Occidental College","defense","Casey Shibuya","-","4","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Jim Hildensperger","1","3","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","home"
2010,"Occidental College","defense","Nick Saraceni","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Carter Norfleet","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Cody Remmick","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Adam DiBenedetto","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Matthew Tuckness","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Jordan Lance","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Parker Ainsworth","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Dalton Spinas","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Joshua Mun","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Occidental College","defense","Morris","4","8","12","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away"
2010,"Occidental College","defense","Salzman","5","7","12","1.0/7","1.0","1.0/7","1.0","-","0-0","-/-","1-6","1","-","-","-","away"
2010,"Occidental College","defense","Liekweg","5","5","10","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Laredo","2","7","9","0.5/2","0.5","0.5/2","0.5","-","0-0","-/-","1-0","1","-","-","-","away"
2010,"Occidental College","defense","Hansen","3","5","8","-/-","-","-/-","-","-","0-0","-/-","-","-","2","-","-","away"
2010,"Occidental College","defense","Kos","3","2","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","S. Yingling","-","4","4","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away"
2010,"Occidental College","defense","Baird","1","3","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Spiller","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","3","-","-","away"
2010,"Occidental College","defense","Mills","1","2","3","1.0/6","1.0","1.0/6","1.0","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Weyerhaeuser","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Coburn","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Otis","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Janicki","2","-","2","1.0/6","1.0","1.0/6","1.0","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","S. Park","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Marcoot","1","1","2","1.0/8","1.0","1.0/8","1.0","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Bennett","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Schock","1","1","2","0.5/3","0.5","0.5/3","0.5","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Chiang","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Bielas","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Occidental College","defense","Runde","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Dane Rymer","4","4","8","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","home"
2010,"Pomona-Pitzer","defense","Adam Morris","3","4","7","0.5/4","0.5","-/-","-","-","0-0","-/-","-","-","1","-","1","home"
2010,"Pomona-Pitzer","defense","Brock Olson","6","1","7","1.5/4","1.5","-/-","-","-","0-0","-/-","2-14","2","-","-","-","home"
2010,"Pomona-Pitzer","defense","Patrick Atwater","4","3","7","1.0/3","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Pomona-Pitzer","defense","Corbin Tognoni","3","3","6","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2010,"Pomona-Pitzer","defense","Dan Picciotto","2","3","5","1.5/9","1.5","-/-","-","-","0-0","-/-","1-0","1","-","-","-","home"
2010,"Pomona-Pitzer","defense","Dylan Marcoot","1","3","4","1.5/6","1.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Pomona-Pitzer","defense","Kyle Hansen","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Pomona-Pitzer","defense","Landon Patoc","3","-","3","-/-","-","-/-","-","-","0-0","-/-","-","-","3","-","-","home"
2010,"Pomona-Pitzer","defense","Ed Mills","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","home"
2010,"Pomona-Pitzer","defense","Daniel Andrew","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Pomona-Pitzer","defense","David Henningsen","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Pomona-Pitzer","defense","D.J. Lillard","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Pomona-Pitzer","defense","Corey Bickler","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Pomona-Pitzer","defense","Charles Sarosy","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Pomona-Pitzer","defense","Jackie Coburn","1","-","1","1.0/4","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Pomona-Pitzer","defense","Sae Bin Park","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Pomona-Pitzer","defense","Matt Laredo","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Pomona-Pitzer","defense","Ben Salzman","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2010,"Pomona-Pitzer","defense","Eric Yingling","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","home"
2010,"Pomona-Pitzer","defense","Ross Tanaka","10","3","13","2.5/17","2.5","2.0/17","2.0","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Jacob Rollins","4","5","9","-/-","-","-/-","-","-","0-1","1/30","-","-","1","-","-","away"
2010,"Pomona-Pitzer","defense","Matt Jevsevar","2","7","9","1.5/10","1.5","1.0/9","1.0","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Max Reed","5","3","8","2.0/2","2.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Bryan Opritza","3","5","8","1.0/2","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Bobby Montalvo","1","3","4","-/-","-","-/-","-","-","0-0","-/-","1-50","1","1","-","-","away"
2010,"Pomona-Pitzer","defense","Charles Sander","3","1","4","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Joshua Rothman","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","S. Harrison","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Alpha Anders","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Sam Littleton","2","-","2","2.0/21","2.0","1.0/8","1.0","-","0-0","-/-","-","-","-","1","-","away"
2010,"Pomona-Pitzer","defense","Thomas Fenster","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Jacob Kaplan","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Colin Regan","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Joseph Dixon","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Justin Meng","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Jimmy Lieber","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Donald Hamnett","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2010,"Pomona-Pitzer","defense","Kareem Smedley","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","1","-","away"
2010,"Univ. of La Verne","defense","Corbin Tognoni","4","4","8","-/-","-","-/-","-","1","1-1","1/-","-","-","2","-","-","home"
2010,"Univ. of La Verne","defense","Adam Morris","4","4","8","0.5/2","0.5","0.5/2","0.5","-","0-0","-/-","-","-","3","-","-","home"
2010,"Univ. of La Verne","defense","Matt Laredo","3","4","7","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
