"season","player","jersey","opponent","data","player_squish","solo","ast","tot","tfl_yds","tfl","sack_yds","sacks","ff","fr_yds","fumbl","int","int_1","brup","blkd","qh","team","game_id","class","school","position","height","weight","hometown","highschool","hometown_hs","url"
2009,"Joseph Dixon",NA,"Pomona-Pitzer","defense","joseph dixon","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Joshua Rothman",NA,"Pomona-Pitzer","defense","joshua rothman","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Justin Meng",NA,"Pomona-Pitzer","defense","justin meng","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Kareem Smedley",NA,"Pomona-Pitzer","defense","kareem smedley","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","1","-","away",7494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Matt Jevsevar",NA,"Pomona-Pitzer","defense","matt jevsevar","2","7","9","1.5/10","1.5","1.0/9","1.0","-","0-0","-/-","-","-","-","-","-","away",7494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Max Reed",NA,"Pomona-Pitzer","defense","max reed","5","3","8","2.0/2","2.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Ross Tanaka",NA,"Pomona-Pitzer","defense","ross tanaka","10","3","13","2.5/17","2.5","2.0/17","2.0","-","0-0","-/-","-","-","-","-","-","away",7494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"S. Harrison",NA,"Pomona-Pitzer","defense","s harrison","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Sam Littleton",NA,"Pomona-Pitzer","defense","sam littleton","2","-","2","2.0/21","2.0","1.0/8","1.0","-","0-0","-/-","-","-","-","1","-","away",7494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Thomas Fenster",NA,"Pomona-Pitzer","defense","thomas fenster","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7494,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Dan Picciotto",2,"University of Puget Sound","defense","dan picciotto","6","7","13","2.5/15","2.5","1.0/4","1.0","-","0-0","-/-","-","-","-","-","-","home",7487,"Sr.",NA,"DB","6-1",NA,NA,NA,"Tigard, OR / Tigard","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Dane Rymer",4,"University of Puget Sound","defense","dane rymer","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487,"Sr.",NA,"DB","6-1",NA,NA,NA,"Phoenix, AZ / Valley Christian","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Jake Weyerhauser",10,"University of Puget Sound","defense","jake weyerhauser","3","1","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487,"Fr.",NA,"DB","6-0",NA,NA,NA,"Lakewood, WA / Charles Wright Academy","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Corbin Tognoni",11,"University of Puget Sound","defense","corbin tognoni","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487,"So.",NA,"DB","6-2",NA,NA,NA,"Andover, MA / Phillips Academy","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Adam Morris",14,"University of Puget Sound","defense","adam morris","-","1","1","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487,"Jr.",NA,"LB","5-7",NA,NA,NA,"Honolulu, HI / Punahou","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Nate Jiwanlal",15,"University of Puget Sound","defense","nate jiwanlal","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487,"So.",NA,"DB","5-10",NA,NA,NA,"Wichita, KS / Andover","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Jackie Coburn",23,"University of Puget Sound","defense","jackie coburn","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487,"Fr.",NA,"DB","6-2",NA,NA,NA,"Beaverton, OR / Beaverton","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Brock Olson",26,"University of Puget Sound","defense","brock olson","4","2","6","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home",7487,"Sr.",NA,"DB","5-11",NA,NA,NA,"Lake Oswego, OR / Lakeridge","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Patrick Atwater",31,"University of Puget Sound","defense","patrick atwater","2","3","5","1.0/4","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487,"Sr.",NA,"LB","6-1",NA,NA,NA,"La Canada / Cresenta Valley","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Landon Patoc",37,"University of Puget Sound","defense","landon patoc","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","2","-","-","home",7487,"Sr.",NA,"DB","5-7",NA,NA,NA,"Honolulu, HI / Iolani School","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Sae Bin Park",51,"University of Puget Sound","defense","sae bin park","4","3","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487,"So.",NA,"LB","5-8",NA,NA,NA,"Los Angeles / Beverly Hills","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Ed Mills",78,"University of Puget Sound","defense","ed mills","2","1","3","1.0/16","1.0","1.0/16","1.0","-","0-0","-/-","-","-","-","-","-","home",7487,"So.",NA,"DL","6-3",NA,NA,NA,"Bellevue, WA / Bellevue","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Rory Baird",83,"University of Puget Sound","defense","rory baird","1","2","3","0.5/3","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487,"Jr.",NA,"DL","6-4",NA,NA,NA,"San Pasqual / San Pasqual","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Daniel Andrew",95,"University of Puget Sound","defense","daniel andrew","1","2","3","0.5/2","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487,"So.",NA,"DL","5-11",NA,NA,NA,"Westport, CT / Staples","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Eric Yingling",99,"University of Puget Sound","defense","eric yingling","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7487,"So.",NA,"DL","6-0",NA,NA,NA,"Gages Lake, IL / Round Lake","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Abdelrasuel, Nasser",NA,"University of Puget Sound","defense","abdelrasuel nasser","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Beck, Trevor",NA,"University of Puget Sound","defense","beck trevor","-","6","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Coberly, Casey",NA,"University of Puget Sound","defense","coberly casey","3","3","6","2.0/5","2.0","-/-","-","1","1-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Dunn, Cory",NA,"University of Puget Sound","defense","dunn cory","3","4","7","0.5/2","0.5","-/-","-","-","0-1","1/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Field-Eaton, Sean",NA,"University of Puget Sound","defense","fieldeaton sean","1","7","8","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Kniffin, Adam",NA,"University of Puget Sound","defense","kniffin adam","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Kyobe, Nasser",NA,"University of Puget Sound","defense","kyobe nasser","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Milner, Damarkus",NA,"University of Puget Sound","defense","milner damarkus","1","6","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Palmer, Greg",NA,"University of Puget Sound","defense","palmer greg","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Sobotka, James",NA,"University of Puget Sound","defense","sobotka james","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Speetjens, Frank",NA,"University of Puget Sound","defense","speetjens frank","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Team",NA,"University of Puget Sound","defense","team","-","-","-","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Thomas, Phillip",NA,"University of Puget Sound","defense","thomas phillip","5","7","12","0.5/2","0.5","-/-","-","1","1-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Vericella, Nick",NA,"University of Puget Sound","defense","vericella nick","4","4","8","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Vlasak, Tyler",NA,"University of Puget Sound","defense","vlasak tyler","8","12","20","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Wacker, Niko",NA,"University of Puget Sound","defense","wacker niko","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Walker, Brian",NA,"University of Puget Sound","defense","walker brian","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7487,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Mike Hirokawa",1,"University of Redlands","defense","mike hirokawa","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"Sr.",NA,"WR","5-10",NA,NA,NA,"Aiea, HI / Iolani School","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Dan Picciotto",2,"University of Redlands","defense","dan picciotto","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"Sr.",NA,"DB","6-1",NA,NA,NA,"Tigard, OR / Tigard","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Dane Rymer",4,"University of Redlands","defense","dane rymer","2","3","5","-/-","-","-/-","-","-","0-0","-/-","1-8","1","-","-","-","home",7491,"Sr.",NA,"DB","6-1",NA,NA,NA,"Phoenix, AZ / Valley Christian","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Jake Weyerhauser",10,"University of Redlands","defense","jake weyerhauser","3","3","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"Fr.",NA,"DB","6-0",NA,NA,NA,"Lakewood, WA / Charles Wright Academy","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Corbin Tognoni",11,"University of Redlands","defense","corbin tognoni","4","2","6","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"So.",NA,"DB","6-2",NA,NA,NA,"Andover, MA / Phillips Academy","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Adam Morris",14,"University of Redlands","defense","adam morris","2","3","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"Jr.",NA,"LB","5-7",NA,NA,NA,"Honolulu, HI / Punahou","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Nate Jiwanlal",15,"University of Redlands","defense","nate jiwanlal","2","4","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"So.",NA,"DB","5-10",NA,NA,NA,"Wichita, KS / Andover","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Kyle Hansen",17,"University of Redlands","defense","kyle hansen","2","2","4","1.0/13","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"Fr.",NA,"DB","6-2",NA,NA,NA,"Issaquah, WA / Issaquah","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Jackie Coburn",23,"University of Redlands","defense","jackie coburn","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"Fr.",NA,"DB","6-2",NA,NA,NA,"Beaverton, OR / Beaverton","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Brock Olson",26,"University of Redlands","defense","brock olson","2","6","8","-/-","-","-/-","-","-","0-0","-/-","-","-","1","1","-","home",7491,"Sr.",NA,"DB","5-11",NA,NA,NA,"Lake Oswego, OR / Lakeridge","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Patrick Atwater",31,"University of Redlands","defense","patrick atwater","1","5","6","1.0/6","1.0","1.0/6","1.0","-","0-0","-/-","-","-","-","-","-","home",7491,"Sr.",NA,"LB","6-1",NA,NA,NA,"La Canada / Cresenta Valley","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Landon Patoc",37,"University of Redlands","defense","landon patoc","-","1","1","-/-","-","-/-","-","-","0-0","-/-","1-40","1","3","-","-","home",7491,"Sr.",NA,"DB","5-7",NA,NA,NA,"Honolulu, HI / Iolani School","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Chet Corcos",39,"University of Redlands","defense","chet corcos","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"Fr.",NA,"K/P","5-11",NA,NA,NA,"Fair Oaks / Bella Vista","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"David Henningsen",48,"University of Redlands","defense","david henningsen","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"So.",NA,"LB","5-9",NA,NA,NA,"Oak Park / Oak Park","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Sae Bin Park",51,"University of Redlands","defense","sae bin park","1","5","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"So.",NA,"LB","5-8",NA,NA,NA,"Los Angeles / Beverly Hills","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Matt Laredo",55,"University of Redlands","defense","matt laredo","3","4","7","1.0/2","1.0","-/-","-","1","1-0","-/-","-","-","-","-","-","home",7491,"So.",NA,"LB","5-11",NA,NA,NA,"Pacific Grove / Pacific Grove","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Ben Salzman",56,"University of Redlands","defense","ben salzman","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"So.",NA,"LB","5-11",NA,NA,NA,"Calabasas / Viewpoint School","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Dylan Marcoot",57,"University of Redlands","defense","dylan marcoot","3","-","3","1.0/2","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7491,"Fr.",NA,"DL","6-1",NA,NA,NA,"Keenesburg, CO / Weld Central","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Grigoriy Gorshteyn",72,"University of Redlands","defense","grigoriy gorshteyn","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home",7491,"Jr.",NA,"OL","6-4",NA,NA,NA,"Excelsior, MN / Blake School","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Ed Mills",78,"University of Redlands","defense","ed mills","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","home",7491,"So.",NA,"DL","6-3",NA,NA,NA,"Bellevue, WA / Bellevue","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Daniel Andrew",95,"University of Redlands","defense","daniel andrew","1","1","2","1.0/5","1.0","1.0/5","1.0","-","0-0","-/-","-","-","-","-","-","home",7491,"So.",NA,"DL","5-11",NA,NA,NA,"Westport, CT / Staples","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Eric Yingling",99,"University of Redlands","defense","eric yingling","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","1","home",7491,"So.",NA,"DL","6-0",NA,NA,NA,"Gages Lake, IL / Round Lake","https://cmsathletics.org/sports/football/roster/2009?view=2"
2009,"Daniel Allen",NA,"University of Redlands","defense","daniel allen","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Eddie Thomas",NA,"University of Redlands","defense","eddie thomas","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Eric Schroeder",NA,"University of Redlands","defense","eric schroeder","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Evan Reuter",NA,"University of Redlands","defense","evan reuter","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Ian Sluss",NA,"University of Redlands","defense","ian sluss","4","4","8","2.5/9","2.5","2.0/8","2.0","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Jared Fink",NA,"University of Redlands","defense","jared fink","1","-","1","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Jordan Garcia",NA,"University of Redlands","defense","jordan garcia","-","2","2","1.0/2","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Josh Cunningham",NA,"University of Redlands","defense","josh cunningham","2","2","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Josh Herrera",NA,"University of Redlands","defense","josh herrera","7","5","12","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Mack Gordon",NA,"University of Redlands","defense","mack gordon","4","1","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Matt Mohr",NA,"University of Redlands","defense","matt mohr","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Matthew Collins",NA,"University of Redlands","defense","matthew collins","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Michael Polvere",NA,"University of Redlands","defense","michael polvere","1","-","1","-/-","-","-/-","-","1","1-1","1/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Mike Nicolini",NA,"University of Redlands","defense","mike nicolini","3","3","6","2.0/15","2.0","1.0/9","1.0","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Mitchell Crocco",NA,"University of Redlands","defense","mitchell crocco","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Randall Crim",NA,"University of Redlands","defense","randall crim","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Richard Dye Ii",NA,"University of Redlands","defense","richard dye ii","1","3","4","-/-","-","-/-","-","-","0-0","-/-","1-4","1","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Scott Garner",NA,"University of Redlands","defense","scott garner","1","2","3","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Sean Scott",NA,"University of Redlands","defense","sean scott","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Spencer Minshew",NA,"University of Redlands","defense","spencer minshew","1","1","2","0.5/2","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Steve Pope-Rolewski",NA,"University of Redlands","defense","steve poperolewski","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Team",NA,"University of Redlands","defense","team","-","-","-","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","home",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Vince Aiello",NA,"University of Redlands","defense","vince aiello","-","2","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Vince Dipiero",NA,"University of Redlands","defense","vince dipiero","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7491,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"A. Alonzo",NA,"Whittier College","defense","a alonzo","5","1","6","1.0/14","1.0","1.0/14","1.0","2","2-0","-/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Atwater",NA,"Whittier College","defense","atwater","3","4","7","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"B. Johnson",NA,"Whittier College","defense","b johnson","2","1","3","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"B. Seitz",NA,"Whittier College","defense","b seitz","3","1","4","1.0/7","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"C. Sears",NA,"Whittier College","defense","c sears","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"C. Syfers",NA,"Whittier College","defense","c syfers","3","5","8","-/-","-","-/-","-","1","1-0","-/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"D. Cordova",NA,"Whittier College","defense","d cordova","1","3","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"E. Newton",NA,"Whittier College","defense","e newton","1","1","2","1.0/8","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"E. Yingling",NA,"Whittier College","defense","e yingling","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"G. Salinas",NA,"Whittier College","defense","g salinas","3","3","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Gorshteyn",NA,"Whittier College","defense","gorshteyn","-","2","2","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Hansen",NA,"Whittier College","defense","hansen","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Henningsen",NA,"Whittier College","defense","henningsen","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Hirokawa",NA,"Whittier College","defense","hirokawa","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"J. Cato",NA,"Whittier College","defense","j cato","5","4","9","1.0/7","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"J. Lomeli",NA,"Whittier College","defense","j lomeli","5","3","8","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"J. Martinez",NA,"Whittier College","defense","j martinez","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"J. Porotesano",NA,"Whittier College","defense","j porotesano","2","2","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Jiwanlal",NA,"Whittier College","defense","jiwanlal","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","1","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Laredo",NA,"Whittier College","defense","laredo","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Marcoot",NA,"Whittier College","defense","marcoot","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Mills",NA,"Whittier College","defense","mills","1","3","4","0.5/-","0.5","-/-","-","-","0-0","-/-","-","-","-","-","1","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Morris",NA,"Whittier College","defense","morris","4","4","8","2.0/5","2.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Nottke",NA,"Whittier College","defense","nottke","-","2","2","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Olson",NA,"Whittier College","defense","olson","2","6","8","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Patoc",NA,"Whittier College","defense","patoc","2","4","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Picciotto",NA,"Whittier College","defense","picciotto","6","2","8","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","1","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"R. Kirkpatrick",NA,"Whittier College","defense","r kirkpatrick","2","4","6","1.5/8","1.5","1.0/7","1.0","-","0-1","1/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"R. Reynaga",NA,"Whittier College","defense","r reynaga","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Rymer",NA,"Whittier College","defense","rymer","-","3","3","0.5/-","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away",7493,NA,NA,NA,NA,NA,NA,NA,NA,NA
