"season","opponent","data","player","solo","ast","tot","tfl_yds","tfl","sack_yds","sacks","ff","fr_yds","fumbl","int","int_1","brup","blkd","qh","team"
2013,"Cal Lutheran University","defense","James Ingram","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","2","-","-","away"
2013,"Cal Lutheran University","defense","Zach Mobilian","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away"
2013,"Cal Lutheran University","defense","David Hurdle","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Cal Lutheran University","defense","Ugo Nwasike","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Cal Lutheran University","defense","Jon Finkelstein","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Cal Lutheran University","defense","Griffin Lazarus","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Cal Lutheran University","defense","Gator Adams","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Cal Lutheran University","defense","Henry Wei","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Cal Lutheran University","defense","TEAM","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","1","-","away"
2013,"Chapman University","defense","O. Aikhionbare","7","1","8","-/-","-","-/-","-","-","0-0","-/-","1-27","1","-","-","-","home"
2013,"Chapman University","defense","Wade Minshew","8","-","8","2.0/4","2.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Zane Archer","5","2","7","0.5/2","0.5","0.5/2","0.5","-","0-0","-/-","-","-","1","-","-","home"
2013,"Chapman University","defense","Sean Davey","6","1","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Steven Santana","4","3","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Greg Johnson","4","1","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Samir Hanna","3","2","5","0.5/2","0.5","0.5/2","0.5","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Drew Demarco","3","-","3","-/-","-","-/-","-","-","0-0","-/-","2-45","2","-","-","-","home"
2013,"Chapman University","defense","Chase Tamashiro","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2013,"Chapman University","defense","Connor Larkin","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Kurt Cofer","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Joey Livingston","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","G. McDonald","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Anthony Tran","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Devin Kelly","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Cody Chapple","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Darek Mendoza","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","G. Frediani","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Connor Lambert","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Devin Ray","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","Kristian Niemi","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Chapman University","defense","A.J. Herrera","6","5","11","0.5/1","0.5","-/-","-","-","0-1","1/-","-","-","-","-","-","away"
2013,"Chapman University","defense","James Ingram","7","3","10","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Gator Adams","8","-","8","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Max Winsberg","5","1","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Phil Crawford","5","-","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Chris Fang","3","1","4","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Eduardo Ramirez","3","1","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Joey Liekweg","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","TEAM","3","-","3","-/-","-","-/-","-","2","2-1","1/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Will Shannon","1","1","2","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Alex Chang","1","1","2","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Andrew Scott","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Nick Gott","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Andrew Sova","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Ugo Nwasike","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Chapman University","defense","Tiger Brown","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away"
2013,"Lewis and Clark College","defense","Retzlaff,Stein","5","7","12","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Boyd,Lincoln","3","6","9","2.0/5","2.0","-/-","-","1","1-1","1/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Traver,Andrew","1","8","9","0.5/3","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Lucas,Aaron","2","5","7","1.0/2","1.0","-/-","-","-","0-0","-/-","-","-","-","1","-","home"
2013,"Lewis and Clark College","defense","Tonga,Siosifa","4","2","6","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2013,"Lewis and Clark College","defense","Cena,Josh","3","3","6","2.5/3","2.5","-/-","-","-","0-0","-/-","-","-","2","-","-","home"
2013,"Lewis and Clark College","defense","Fitch,Alex","-","5","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Ross,Aaron","3","1","4","-/-","-","-/-","-","-","0-0","-/-","-","-","2","-","-","home"
2013,"Lewis and Clark College","defense","Parkhurst,Zac","1","3","4","1.5/3","1.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Murillo,Joaqui","-","3","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Grays,Darius","1","2","3","1.5/5","1.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Goodenough,Gre","2","-","2","1.0/4","1.0","-/-","-","1","1-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Delegato,Mario","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Frisina,Andrew","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Roepke,Erich","1","1","2","0.5/2","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Magraw,Sean","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Brownlow-Fong","1","1","2","1.0/4","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Dean,Jasper","-","2","2","0.5/-","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Mock,Deion","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Rogers,Lucas","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Taylor,Roy","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Banks,Cody","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","DeRosa,Matthew","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Lewis and Clark College","defense","Winsberg","8","3","11","-/-","-","-/-","-","-","0-1","1/-","1-0","1","-","-","-","away"
2013,"Lewis and Clark College","defense","Ingram","5","5","10","0.5/2","0.5","-/-","-","1","1-0","-/-","1-0","1","-","-","-","away"
2013,"Lewis and Clark College","defense","Herrera","2","8","10","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Sova","1","5","6","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Slaats","3","3","6","0.5/-","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Brown","2","3","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Chang","5","-","5","3.0/9","3.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Ramirez","1","4","5","0.5/4","0.5","0.5/4","0.5","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Nasse","3","1","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Rouser","2","2","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Liekweg","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away"
2013,"Lewis and Clark College","defense","Crawford","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Mobilian","2","1","3","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","1","-","-","away"
2013,"Lewis and Clark College","defense","Nwasike","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Adams","-","2","2","-/-","-","-/-","-","-","0-0","-/-","1-0","1","-","-","-","away"
2013,"Lewis and Clark College","defense","Hurdle","-","2","2","0.5/4","0.5","0.5/4","0.5","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Anderson","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Cunha","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Glasser","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Gott","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Lewis and Clark College","defense","Schattenkerk","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Ingram","7","3","10","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2013,"Occidental College","defense","Slaats","2","6","8","2.0/16","2.0","0.5/1","0.5","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Nasse","4","3","7","1.0/5","1.0","1.0/5","1.0","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Winsberg","4","2","6","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Ramirez","5","1","6","1.5/4","1.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Herrera","1","4","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Liekweg","2","1","3","-/-","-","-/-","-","-","0-0","-/-","1-24","1","-","-","-","home"
2013,"Occidental College","defense","Wei","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Sova","1","2","3","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Fang","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Cunha","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Mobilian","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2013,"Occidental College","defense","Chang","-","2","2","0.5/1","0.5","0.5/1","0.5","-","0-0","-/-","-","-","1","-","-","home"
2013,"Occidental College","defense","Nwasike","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Finkelstein","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","McKaveney","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Glasser","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Schattenkerk","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Rouser","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Occidental College","defense","Brown","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2013,"Occidental College","defense","Ross Fiegener","8","5","13","1.0/5","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Matt Matulaitis","5","7","12","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Teran Mawhinney","7","3","10","-/-","-","-/-","-","-","0-0","-/-","1-42","1","-","-","-","away"
2013,"Occidental College","defense","Tommy Kim","4","4","8","1.5/1","1.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","V. Cusumano","4","2","6","1.0/3","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Michael Gilliam","2","3","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Chaz Shizumura","3","1","4","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away"
2013,"Occidental College","defense","Dallas Gosselin","2","2","4","1.0/2","1.0","1.0/2","1.0","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Ben Kamerin","1","3","4","-/-","-","-/-","-","-","0-1","1/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Matthew Malos","1","2","3","-/-","-","-/-","-","-","0-0","-/-","1-64","1","-","-","-","away"
2013,"Occidental College","defense","Adam Goltche","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","away"
2013,"Occidental College","defense","Devin Chapman","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Shay Mueller","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Evan Buckwalter","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Elijah Duran","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Grant Arnold","1","1","2","1.0/1","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Garrett Van","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Nicholas Mungia","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Aaron Jones","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","Dalton Spinas","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Occidental College","defense","TEAM","1","-","1","-/-","-","-/-","-","1","1-0","-/-","-","-","-","1","-","away"
2013,"Occidental College","defense","Casey Dudley","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","2","-","-","away"
2013,"Pomona-Pitzer","defense","Herrera","5","5","10","0.5/2","0.5","-/-","-","1","1-0","-/-","-","-","2","-","-","home"
2013,"Pomona-Pitzer","defense","Chang","4","4","8","3.5/12","3.5","1.0/8","1.0","-","0-0","-/-","-","-","-","-","-","home"
2013,"Pomona-Pitzer","defense","Liekweg","3","4","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Pomona-Pitzer","defense","Winsberg","4","3","7","-/-","-","-/-","-","-","0-1","1/-","1-3","1","1","-","-","home"
2013,"Pomona-Pitzer","defense","Ingram","-","5","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Pomona-Pitzer","defense","Nwasike","1","3","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Pomona-Pitzer","defense","Crawford","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2013,"Pomona-Pitzer","defense","Shannon","1","2","3","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2013,"Pomona-Pitzer","defense","Nasse","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","1","-","-","home"
2013,"Pomona-Pitzer","defense","Ramirez","2","-","2","1.0/2","1.0","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Pomona-Pitzer","defense","TEAM","2","-","2","1.0/5","1.0","-/-","-","2","2-0","-/-","-","-","-","1","-","home"
2013,"Pomona-Pitzer","defense","Stastny","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Pomona-Pitzer","defense","Anderson","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Pomona-Pitzer","defense","Cunha","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Pomona-Pitzer","defense","Sova","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Pomona-Pitzer","defense","Kyle Roskamp","12","9","21","1.5/7","1.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","Matt O'Connor","9","5","14","1.5/2","1.5","-/-","-","-","0-0","-/-","-","-","1","-","-","away"
2013,"Pomona-Pitzer","defense","Don Swan","5","3","8","3.0/7","3.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","N. Sbardellati","3","4","7","1.5/11","1.5","1.0/7","1.0","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","Brett Lingle","5","2","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","Brian Rauzi","3","4","7","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","Nelson Cole","2","2","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","Connor Roberts","2","2","4","2.0/4","2.0","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","Weston Staubus","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","Isaac Richard","-","2","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","Brian Friel","-","2","2","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","Brandon Zemp","2","-","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","Brett Harper","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","Nicky LaCivita","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","J. Pietrykowski","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","TEAM","1","-","1","-/-","-","-/-","-","1","1-1","1/-","-","-","-","-","-","away"
2013,"Pomona-Pitzer","defense","Julian Roberts","-","-","-","-/-","-","-/-","-","-","0-0","-/-","-","-","-","1","-","away"
2013,"Rhoded College","defense","Ingram","6","5","11","0.5/2","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Liekweg","5","4","9","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Herrera","3","6","9","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Rouser","2","5","7","1.5/13","1.5","1.0/12","1.0","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Adams","2","4","6","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Winsberg","1","5","6","1.5/2","1.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Chang","1","4","5","2.0/11","2.0","1.0/9","1.0","-","0-0","-/-","-","-","-","1","-","home"
2013,"Rhoded College","defense","Sova","3","2","5","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Crawford","4","-","4","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Ramirez","2","2","4","1.5/1","1.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Slaats","-","4","4","0.5/1","0.5","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Lazarus","1","2","3","-/-","-","-/-","-","-","0-0","-/-","1-67","1","1","-","-","home"
2013,"Rhoded College","defense","Brown","2","1","3","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Finkelstein","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Mobilian","1","1","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Glasser","-","2","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Nasse","-","2","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Nwasike","-","2","2","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Stastny","-","1","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
2013,"Rhoded College","defense","Schattenkerk","1","-","1","-/-","-","-/-","-","-","0-0","-/-","-","-","-","-","-","home"
